,Date,Location,Ticket Type,Group
730,2023-10-09,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 System 7 Entry,2
731,2023-10-09,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 System 7 Entry,2
732,2023-10-05,Ng Nam Thye Trading - Ang Mo Kio Avenue 3 - 51 Ang Mo Kio Avenue 3 #01-01B 51@AMK,1 QuickPick System 8 Entry,2
733,2023-10-05,Lucky Hill - Block 112 Bukit Purmei Road #01-209,1 QuickPick Ordinary Entry,2
734,2023-10-05,Ng Teo Guan Self Service - Block 301 Ubi Avenue 1 #01-241,1 QuickPick Ordinary Entry,2
735,2023-10-05,Singapore Pools Great World City Branch - 1 Kim Seng Promenade #B1-127 Great World City,1 Ordinary Entry,2
736,2023-10-02,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick System 8 Entry,1
737,2023-10-02,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick System 8 Entry,2
738,2023-10-02,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
739,2023-10-02,Singapore Pools Ang Mo Kio N2 Branch - Block 202 Ang Mo Kio Avenue 3 #01-1662/1664,1 QuickPick System 7 Entry,2
740,2023-10-02,Singapore Pools Canberra Branch - Block 505 Canberra Link #01-02,1 QuickPick System 7 Entry,2
741,2023-10-02,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,1 QuickPick System 7 Entry,2
742,2023-10-02,NTUC FairPrice Hougang Mall - 90 Hougang Avenue 10 #B1-07 Hougang Mall,1 QuickPick Ordinary Entry,2
743,2023-10-02,NTUC FairPrice Sun Plaza - 30 Sembawang Drive #B1-01/02 Sun Plaza,1 QuickPick Ordinary Entry,2
744,2023-10-02,NTUC FairPrice Tampines Mall - 4 Tampines Central 5 #B1-12 Tampines Mall,1 QuickPick Ordinary Entry,2
745,2023-10-02,Seng Yeok Chan Agency - Block 338 Ang Mo Kio Avenue 1 #01-1657,1 QuickPick Ordinary Entry,2
746,2023-10-02,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
747,2023-10-02,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
748,2023-10-02,Singapore Pools Account Betting Service - -,1 System 12 Entry,2
749,2023-10-02,Singapore Pools Account Betting Service - -,1 System 11 Entry,2
750,2023-10-02,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
751,2023-10-02,Singapore Pools Anchorvale Road Branch - Block 308 Anchorvale Road #01-05,2 Ordinary Entry,2
752,2023-10-02,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
753,2023-10-02,iTOTO - System 1,iTOTO - System 12,2
754,2023-10-02,iTOTO - System 1,iTOTO - System 12,2
755,2023-09-28,NTUC FairPrice Sun Plaza - 30 Sembawang Drive #B1-01/02 Sun Plaza,1 QuickPick System 8 Entry,2
756,2023-09-28,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
757,2023-09-28,Singapore Pools Ang Mo Kio N7 Branch - Block 726 Ang Mo Kio Avenue 6 #01-4158,1 QuickPick System 7 Entry,2
758,2023-09-28,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 QuickPick System 7 Entry,2
759,2023-09-28,Evercool Engineering - Block 95 Lorong 4 Toa Payoh #01-50,1 QuickPick Ordinary Entry,2
760,2023-09-28,Singapore Pools Teban Gardens Branch - Block 37 Teban Gardens Road #01-308,1 QuickPick Ordinary Entry,2
761,2023-09-28,Singapore Pools Bukit Batok N3 Branch - Block 324 Bukit Batok Street 33 #01-47,1 System 8 Entry,2
762,2023-09-28,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 System 8 Entry,2
763,2023-09-28,Cheers Harbourfront Centre - 1 Maritime Square #01-82 Harbourfront Centre,2 System 7 Entry,2
764,2023-09-28,Chong Hoe Tong - Block 21 Lorong 7 Toa Payoh #01-290,1 System 7 Entry,2
765,2023-09-28,NTUC FairPrice Toa Payoh HDB Centre - 500 Lorong 6 Toa Payoh #B1-32/#01-33 HDB Centre,1 System 7 Entry,2
766,2023-09-25,Singapore Pools Geylang Bahru Branch - Block 57 Geylang Bahru #01-3503,1 System 10 Entry,2
767,2023-09-18,NTUC FairPrice The Woodleigh Mall - 11 Bidadari Park Drive #B1-32/33 The Woodleigh Mall,1 QuickPick System 8 Entry,1
768,2023-09-18,NTUC FairPrice Jurong Gateway Road - Block 135 Jurong Gateway Road #01-337,1 QuickPick System 7 Entry,1
769,2023-09-18,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,1
770,2023-09-18,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 QuickPick Ordinary Entry,1
771,2023-09-18,Cheers Hougang Central - Block 810 Hougang Central #01-214,1 QuickPick System 8 Entry,2
772,2023-09-18,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
773,2023-09-18,Teo Sook Cheng Agency - Block 293 Yishun Street 22 #01-225,1 QuickPick System 7 Entry,2
774,2023-09-18,Prime Buangkok Square - 991 Buangkok Link #01-28 Buangkok Square,1 QuickPick Ordinary Entry,2
775,2023-09-18,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
776,2023-09-18,Hin Teck Leong Trading Company - Rowell Road - Block 640 Rowell Road #01-68,1 System 7 Entry,2
777,2023-09-18,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
778,2023-09-18,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
779,2023-09-18,iTOTO - System 1,iTOTO - System 12,2
780,2023-09-14,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
781,2023-09-14,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
782,2023-09-14,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
783,2023-09-14,iTOTO - System 1,iTOTO - System 12,2
784,2023-09-07,Jake Merchandise Associates - Block 503 Tampines Central 1 #01-283,1 System 7 Entry,2
785,2023-09-04,Chua Hong Kim Trading  - Block 237 Serangoon Avenue 3 #01-108,1 QuickPick Ordinary Entry,1
786,2023-09-04,Overseas Emporium (Private) Limited - 1 Park Road #02-70 People's Park Complex,1 QuickPick System 7 Entry,2
787,2023-09-04,Seah Geok Eng Agency - Rivervale Plaza - 118 Rivervale Drive #01-15 Rivervale Plaza,1 QuickPick System 7 Entry,2
788,2023-09-04,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 QuickPick System 7 Entry,2
789,2023-08-31,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
790,2023-08-31,Singapore Pools Woodlands 888 Branch - 888 Woodlands Drive 50 #01-711 888 Plaza,1 QuickPick Ordinary Entry,2
791,2023-08-28,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
792,2023-08-28,Singapore Pools Jurong East Branch - Block 351 Jurong East Street 31 #01-93,1 QuickPick System 7 Entry,2
793,2023-08-28,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 QuickPick Ordinary Entry,2
794,2023-08-24,NTUC FairPrice Tampines Street 44 - Block 475 Tampines Street 44 #01-145,1 QuickPick System 7 Entry,2
795,2023-08-24,Ng Nam Thye Trading - Ang Mo Kio Avenue 3 - 51 Ang Mo Kio Avenue 3 #01-01B 51@AMK,1 QuickPick Ordinary Entry,2
796,2023-08-24,Overseas Emporium (Private) Limited - 1 Park Road #02-70 People's Park Complex,1 QuickPick Ordinary Entry,2
797,2023-08-24,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 System 8 Entry,2
798,2023-08-21,Singapore Pools Beo Crescent Branch - Block 36 Beo Crescent #01-45,1 System 9 Entry,1
799,2023-08-21,Singapore Pools Empress Road Branch - Block 8 Empress Road #01-35,1 QuickPick System 8 Entry,2
800,2023-08-21,Singapore Pools Account Betting Service - -,1 System Roll Entry,2
801,2023-08-21,Singapore Pools Account Betting Service - -,1 System 9 Entry,2
802,2023-08-21,Singapore Pools Beo Crescent Branch - Block 36 Beo Crescent #01-45,1 System 9 Entry,2
803,2023-08-21,Sheng Siong Tampines Avenue 9 - Block 602A Tampines Avenue 9 #01-01,1 System 8 Entry,2
804,2023-08-21,Singapore Pools Ang Mo Kio N7 Branch - Block 726 Ang Mo Kio Avenue 6 #01-4158,1 System 8 Entry,2
805,2023-08-21,Jake Merchandise Associates - Block 503 Tampines Central 1 #01-283,1 System 7 Entry,2
806,2023-08-21,OCN (Singapore) Pte Ltd - Block 501 West Coast Drive #01-266,1 System 7 Entry,2
807,2023-08-21,Sheng Siong Tanglin Halt Road - Block 88 Tanglin Halt Road #01-10,1 System 7 Entry,2
808,2023-08-21,Singapore Pools IMM Branch - 2 Jurong East Street 21 #02-63 IMM Building,1 System 7 Entry,2
809,2023-08-21,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 System 7 Entry,2
810,2023-08-21,NTUC FairPrice Boon Lay Place - 221 Boon Lay Place #02-200 Boon Lay Shopping Complex,2 Ordinary Entry,2
811,2023-08-21,NTUC FairPrice Hougang Street 21 - Block 202 Hougang Street 21 #01-00,2 Ordinary Entry,2
812,2023-08-21,Singapore Pools Hougang N2 Branch - Block 211 Hougang Street 21 #01-309,2 Ordinary Entry,2
813,2023-08-21,7-Eleven Store McCallum Street - 3 McCallum Street,1 Ordinary Entry,2
814,2023-08-21,NTUC FairPrice Clementi Avenue 2 - Block 352 Clementi Avenue 2 #01-141/143,1 Ordinary Entry,2
815,2023-08-21,NTUC FairPrice Marine Parade Central - 6 Marine Parade Central,1 Ordinary Entry,2
816,2023-08-21,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 Ordinary Entry,2
817,2023-08-21,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
818,2023-08-21,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
819,2023-08-21,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
820,2023-08-21,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
821,2023-08-21,Singapore Pools Canberra Branch - Block 505 Canberra Link #01-02,1 Ordinary Entry,2
822,2023-08-21,Singapore Pools Chin Swee Branch - Block 52 Chin Swee Road #01-65/69,1 Ordinary Entry,2
823,2023-08-21,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 Ordinary Entry,2
824,2023-08-21,Teo Sook Cheng Agency - Block 293 Yishun Street 22 #01-225,1 Ordinary Entry,2
825,2023-08-14,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,1
826,2023-08-14,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
827,2023-08-14,Overseas Emporium (Private) Limited - 1 Park Road #02-70 People's Park Complex,1 QuickPick Ordinary Entry,2
828,2023-08-14,Singapore Pools Chin Swee Branch - Block 52 Chin Swee Road #01-65/69,1 QuickPick Ordinary Entry,2
829,2023-08-14,Prime Punggol Field - Block 108 Punggol Field #01-02,1 System 7 Entry,2
830,2023-08-14,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
831,2023-08-10,Singapore Pools Clementi Town Centre Branch - Block 446 Clementi Avenue 3 #01-183,1 QuickPick System 7 Entry,2
832,2023-08-10,Evercool Engineering - Block 95 Lorong 4 Toa Payoh #01-50,1 System 7 Entry,2
833,2023-08-07,Cheng Chew Wah Agency - Bedok South Road - Block 17 Bedok South Road #01-583,1 QuickPick System 7 Entry,2
834,2023-08-07,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
835,2023-08-07,Majestic Betting Centre - Lottery Lobby (Public) - 80 Eu Tong Sen Street #01/#02/#03 The Majestic,1 System 7 Entry,2
836,2023-08-04,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick System 12 Entry,1
837,2023-08-04,Prime Buangkok Square - 991 Buangkok Link #01-28 Buangkok Square,1 QuickPick Ordinary Entry,1
838,2023-08-04,NTUC FairPrice Havelock Road - Block 50 Havelock Road #01-755,1 System 9 Entry,1
839,2023-08-04,Everstream Trading - Block 283 Bukit Batok East Avenue 3 #01-281,1 QuickPick System 7 Entry,2
840,2023-08-04,Prime Century Square - 2 Tampines Central 5 #B1-07 Century Square,1 QuickPick Ordinary Entry,2
841,2023-08-04,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
842,2023-08-04,Singapore Pools Bedok Town Centre Branch - Block 204 Bedok North Street 1 #01-415,1 QuickPick Ordinary Entry,2
843,2023-08-04,Singapore Pools Tampines N4 Branch - Block 481 Tampines Street 44 #01-277,1 QuickPick Ordinary Entry,2
844,2023-08-04,Springdale Garments Co - Block 408 Ang Mo Kio Avenue 10 #01-795,1 QuickPick Ordinary Entry,2
845,2023-08-04,iTOTO - System 1,iTOTO - System 12,2
846,2023-08-04,iTOTO - System 1,iTOTO - System 12,2
847,2023-08-04,iTOTO - System 1,iTOTO - System 12,2
848,2023-07-31,Delisia Agency Pte Ltd - 149 Rochor Road #B1-26 Fu Lu Shou Complex,2 QuickPick Ordinary Entry,2
849,2023-07-31,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 Ordinary Entry,2
850,2023-07-27,Singapore Pools Woodlands 888 Branch - 888 Woodlands Drive 50 #01-711 888 Plaza,1 QuickPick System 7 Entry,1
851,2023-07-27,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
852,2023-07-27,Lim Heng Ee Trading Pte. Ltd. - Block 16 Upper Boon Keng Road #01-1113,1 QuickPick Ordinary Entry,2
853,2023-07-24,Seah Koon Huat - Bukit Merah View - Block 116 Bukit Merah View #01-233,1 QuickPick System 7 Entry,2
854,2023-07-24,Sheng Moh Fruits & Provision Store - 29 Jalan Mas Puteh,1 QuickPick Ordinary Entry,2
855,2023-07-24,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
856,2023-07-20,Singapore Pools Woodlands N8 Branch - Block 883 Woodlands Street 82 #02-468,1 QuickPick System Roll Entry,1
857,2023-07-20,Fatt Chye Heng Trading - Block 7 Hougang Avenue 3 #01-48,1 QuickPick System 7 Entry,1
858,2023-07-20,Singapore Pools Woodlands N8 Branch - Block 883 Woodlands Street 82 #02-468,1 QuickPick System Roll Entry,2
859,2023-07-20,NTUC FairPrice Yishun MRT Station - 301 Yishun Avenue 2 #01-02 Yishun MRT,1 QuickPick Ordinary Entry,2
860,2023-07-20,Singapore Pools Woodlands N3 Branch - Block 305 Woodlands Street 31 #01-77,1 QuickPick Ordinary Entry,2
861,2023-07-17,NTUC FairPrice Xpress Macpherson Road - 110 MacPherson Road ExxonMobil,1 System 7 Entry,1
862,2023-07-17,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
863,2023-07-17,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
864,2023-07-13,Cheers Harbourfront Centre - 1 Maritime Square #01-82 Harbourfront Centre,1 System 7 Entry,1
865,2023-07-13,Singapore Pools Teck Whye Branch - Block 141 Teck Whye Lane #01-271,1 System 7 Entry,1
866,2023-07-13,NTUC FairPrice Clementi Avenue 3 - Block 451 Clementi Avenue 3 #01-307,1 QuickPick Ordinary Entry,2
867,2023-07-13,Singapore Pools Bishan N1 Branch - Block 152 Bishan Street 11 #01-211,1 System 8 Entry,2
868,2023-07-13,Cheers Harbourfront Centre - 1 Maritime Square #01-82 Harbourfront Centre,1 System 7 Entry,2
869,2023-07-13,Cheers Hougang Avenue 3 - Block 23 Hougang Avenue 3 #01-281,1 Ordinary Entry,2
870,2023-07-10,NTUC FairPrice Tampines Street 83 - 866A Tampines Street 83 #01-K1 Tampines Central Community Complex,1 QuickPick System 7 Entry,2
871,2023-07-10,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 Ordinary Entry,2
872,2023-07-10,Tampines Trading - 824 - Block 824 Tampines Street 81 #01-14,1 Ordinary Entry,2
873,2023-07-06,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,1
874,2023-07-06,Singapore Pools Potong Pasir Branch - Block 148 Potong Pasir Avenue 1 #01-73,1 QuickPick System 7 Entry,2
875,2023-07-03,NTUC FairPrice Parkway Parade - 80 Marine Parade Road #03-28 Parkway Parade,1 QuickPick System 7 Entry,2
876,2023-07-03,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
877,2023-07-03,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
878,2023-07-03,Singapore Pools People's Park Centre (Chinatown) Branch - 101 Upper Cross Street #01-12 People's Park Centre,1 QuickPick System 7 Entry,2
879,2023-06-29,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
880,2023-06-29,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
881,2023-06-29,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 QuickPick System 7 Entry,2
882,2023-06-29,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
883,2023-06-29,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 QuickPick Ordinary Entry,2
884,2023-06-29,Singapore Pools Silat Avenue Branch - Block 150 Silat Avenue #01-42,1 QuickPick Ordinary Entry,2
885,2023-06-29,Singapore Pools Tanjong Pagar Branch - Block 1 Tanjong Pagar Plaza #01-49/50,1 QuickPick Ordinary Entry,2
886,2023-06-29,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 QuickPick Ordinary Entry,2
887,2023-06-29,Hin Teck Leong Trading Company - Whampoa Drive - Block 74 Whampoa Drive #01-342,1 System 8 Entry,2
888,2023-06-29,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
889,2023-06-29,iTOTO - System 1,iTOTO - System 12,2
890,2023-06-29,iTOTO - System 1,iTOTO - System 12,2
891,2023-06-26,7-Eleven Store Esplanade MRT Station - 90 Bras Basah Road #B1-20/21/22 Esplanade MRT,1 QuickPick System 7 Entry,2
892,2023-06-26,Mee Lee Cheong Pte. Ltd. - Block 139 Tampines Street 11 #01-88,1 QuickPick System 7 Entry,2
893,2023-06-26,NTUC FairPrice Tampines Street 44 - Block 475 Tampines Street 44 #01-145,1 QuickPick System 7 Entry,2
894,2023-06-26,Singapore Pools Siglap Branch - 697B East Coast Road,1 QuickPick System 7 Entry,2
895,2023-06-22,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
896,2023-06-22,7-Eleven Store Eunos Crescent - Block 1A Eunos Crescent #01-2469/2471,1 QuickPick System 7 Entry,2
897,2023-06-15,Chua Hong Kim Trading  - Block 237 Serangoon Avenue 3 #01-108,1 QuickPick System 7 Entry,1
898,2023-06-15,Singapore Pools Funan Branch - 107 North Bridge Road #B1-02 Funan,1 QuickPick Ordinary Entry,2
899,2023-06-15,Singapore Pools Toa Payoh Lorong 1 Branch - Block 111 Toa Payoh Lorong 1 #01-354,1 System 12 Entry,2
900,2023-06-15,NTUC FairPrice Tampines Mall - 4 Tampines Central 5 #B1-12 Tampines Mall,1 System 7 Entry,2
901,2023-06-12,Holland Drive Betting Centre – Lottery Lobby (Public) - Block 47 Holland Drive #01-385,1 QuickPick Ordinary Entry,2
902,2023-06-12,Sheng Siong Sengkang West Ave - Block 455 Sengkang West Avenue #01-16,1 System 8 Entry,2
903,2023-06-08,NTUC FairPrice Yishun MRT Station - 301 Yishun Avenue 2 #01-02 Yishun MRT,1 QuickPick Ordinary Entry,2
904,2023-06-08,NTUC FairPrice Limbang Shopping Centre - 533 Choa Chu Kang Street 51 #01-01 Limbang Shopping Centre,1 Ordinary Entry,2
905,2023-06-05,NTUC FairPrice NEX - 23 Serangoon Central #03-42 NEX,1 QuickPick System 7 Entry,1
906,2023-06-05,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
907,2023-06-05,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
908,2023-06-05,Singapore Pools Cheong Chin Nam Road Branch - 5 Cheong Chin Nam Road,1 QuickPick Ordinary Entry,2
909,2023-06-05,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 System 8 Entry,2
910,2023-06-05,7-Eleven Store Choa Chu Kang Drive - Block 689B Choa Chu Kang Drive #01-306,1 System 7 Entry,2
911,2023-06-01,Nan Huat Wine Store - Block 513 Bishan Street 13 #01-508,1 QuickPick Ordinary Entry,2
912,2023-06-01,Singapore Pools Yishun N1 Branch - Block 101 Yishun Avenue 5 #01-37,1 System 7 Entry,2
913,2023-06-01,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
914,2023-05-25,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 QuickPick Ordinary Entry,1
915,2023-05-22,NTUC FairPrice Lot 1 Shoppers' Mall - 21 Choa Chu Kang Avenue 4 #B1-03 Lot 1 Shoppers' Mall,1 QuickPick System 8 Entry,2
916,2023-05-22,Singapore Pools Canberra Branch - Block 505 Canberra Link #01-02,1 Ordinary Entry,2
917,2023-05-18,7-Eleven Store Bukit Batok West Avenue 6 - Block 132 Bukit Batok West Avenue 6 #01-304,1 System 7 Entry,1
918,2023-05-18,Chng Siow Eng Agency - 625 Elias Road #01-314 Elias Mall,1 Ordinary Entry,1
919,2023-05-18,Singapore Pools LOT One Branch - 21 Choa Chu Kang Avenue 4 #03-09 Lot 1 Shoppers' Mall,1 QuickPick System 7 Entry,2
920,2023-05-18,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick Ordinary Entry,2
921,2023-05-18,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
922,2023-05-18,Singapore Pools Clementi N7 Branch - Block 722 Clementi West Street 2 #01-164,1 Ordinary Entry,2
923,2023-05-15,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
924,2023-05-15,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
925,2023-05-11,Singapore Pools Suntec City Branch - 3 Temasek Boulevard #B1-143 Suntec City,1 QuickPick System 7 Entry,1
926,2023-05-11,Singapore Pools Toa Payoh Lorong 8 Branch - Block 212 Toa Payoh Lorong 8 #01-39,1 QuickPick Ordinary Entry,1
927,2023-05-11,iTOTO - System 1,iTOTO - System 12,1
928,2023-05-11,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
929,2023-05-08,Prime Admiralty Place - Block 678A Woodlands Avenue 6 #01-19,1 QuickPick System 7 Entry,1
930,2023-05-08,Singapore Pools Great World City Branch - 1 Kim Seng Promenade #B1-127 Great World City,1 QuickPick Ordinary Entry,1
931,2023-05-08,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 System 7 Entry,1
932,2023-05-08,Prime Punggol Field - Block 108 Punggol Field #01-02,1 System 7 Entry,1
933,2023-05-08,Livewire Singapore Pools - 210 Middle Road #01-01 Singapore Pools Building,1 QuickPick System 8 Entry,2
934,2023-05-08,Tampines Trading - 824 - Block 824 Tampines Street 81 #01-14,1 QuickPick System 8 Entry,2
935,2023-05-08,Singapore Pools Telok Blangah Branch - Block 6 Telok Blangah Crescent #01-418,1 QuickPick System 7 Entry,2
936,2023-05-08,Singapore Pools Ang Mo Kio N4 Branch - Block 447 Ang Mo Kio Avenue 10 #01-1685,1 System 8 Entry,2
937,2023-05-08,Prime Admiralty Place - Block 678A Woodlands Avenue 6 #01-19,1 System 7 Entry,2
938,2023-05-08,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
939,2023-05-08,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
940,2023-05-08,iTOTO - System 1,iTOTO - System 12,2
941,2023-05-08,iTOTO - System 1,iTOTO - System 12,2
942,2023-05-04,7-Eleven Store Bedok North Street 2 - Block 123 Bedok North Street 2 #01-158,1 QuickPick Ordinary Entry,2
943,2023-05-04,Goh Geok Kwee Agency - Bukit Merah - Block 124 Bukit Merah Lane 1 #01-148,1 QuickPick Ordinary Entry,2
944,2023-05-04,NTUC FairPrice Bishan Street 13 - Block 510 Bishan Street 13 #01-520,1 QuickPick Ordinary Entry,2
945,2023-04-27,Goh Geok Kwee Agency - Bukit Merah - Block 124 Bukit Merah Lane 1 #01-148,1 System 7 Entry,1
946,2023-04-27,NTUC FairPrice Rivervale Mall - 11 Rivervale Crescent #03-01 Rivervale Mall,1 QuickPick System 10 Entry,2
947,2023-04-27,NTUC FairPrice AMK Hub - 53 Ang Mo Kio Avenue 3 #B2-40 AMK Hub,1 QuickPick System 8 Entry,2
948,2023-04-27,Singapore Pools Hougang N2 Branch - Block 211 Hougang Street 21 #01-309,1 QuickPick Ordinary Entry,2
949,2023-04-27,Singapore Pools New Upper Changi Branch - Block 26 New Upper Changi Road #01-666/668,1 QuickPick Ordinary Entry,2
950,2023-04-24,Delisia Agency Pte Ltd - 149 Rochor Road #B1-26 Fu Lu Shou Complex,1 QuickPick System 7 Entry,2
951,2023-04-24,Singapore Pools Yishun N1 Branch - Block 101 Yishun Avenue 5 #01-37,1 Ordinary Entry,2
952,2023-04-20,Cold Storage Compass One - 1 Sengkang Square #B1-25 Compass One,1 QuickPick System 7 Entry,2
953,2023-04-20,NTUC FairPrice Boon Lay Place - 221 Boon Lay Place #02-200 Boon Lay Shopping Complex,1 QuickPick Ordinary Entry,2
954,2023-04-20,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
955,2023-04-20,NTUC FairPrice Boon Lay Place - 221 Boon Lay Place #02-200 Boon Lay Shopping Complex,1 Ordinary Entry,2
956,2023-04-17,OCN (Singapore) Pte Ltd - Block 501 West Coast Drive #01-266,1 QuickPick System 7 Entry,1
957,2023-04-17,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,1
958,2023-04-17,NTUC FairPrice Lorong 4 Toa Payoh - Block 192 Lorong 4 Toa Payoh #01-670/672,1 System 8 Entry,1
959,2023-04-17,NTUC FairPrice Toa Payoh HDB Centre - 500 Lorong 6 Toa Payoh #B1-32/#01-33 HDB Centre,1 System 7 Entry,1
960,2023-04-17,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 System 7 Entry,1
961,2023-04-17,Wanrise - Block 47 Sims Place #01-177,1 System 10 Entry,2
962,2023-04-17,Singapore Pools Lorong 25A Geylang Branch - 62 Lorong 25A Geylang Road,1 Ordinary Entry,2
963,2023-04-17,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 Ordinary Entry,2
964,2023-04-17,iTOTO - System 1,iTOTO - System 12,2
965,2023-04-17,iTOTO - System 1,iTOTO - System 12,2
966,2023-04-13,Tay Ah Tho Trading - 768 Woodlands Avenue 6 #01-21 Woodlands Mart,1 System 7 Entry,2
967,2023-04-10,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
968,2023-04-10,Chua Hong Kim Trading  - Block 237 Serangoon Avenue 3 #01-108,1 System 11 Entry,2
969,2023-04-10,NTUC FairPrice Boon Lay Place - 221 Boon Lay Place #02-200 Boon Lay Shopping Complex,1 System 10 Entry,2
970,2023-04-10,NTUC FairPrice Jurong Point - 63 Jurong West Central 3 #03-01 Jurong Point,1 System 10 Entry,2
971,2023-04-10,NTUC FairPrice Jurong Gateway Road - Block 135 Jurong Gateway Road #01-337,1 System 8 Entry,2
972,2023-04-10,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
973,2023-04-10,Singapore Pools Woodlands N3 Branch - Block 305 Woodlands Street 31 #01-77,1 System 8 Entry,2
974,2023-04-10,Giant Sunshine Place - 475 Choa Chu Kang Avenue 3 #01-01/10 Sunshine Place,1 System 7 Entry,2
975,2023-04-10,NTUC FairPrice New Upper Changi Road - Block 57 New Upper Changi Road #01-1334/1338,1 System 7 Entry,2
976,2023-04-10,Singapore Pools Ang Mo Kio N6 Branch - Block 630 Ang Mo Kio Avenue 4 #01-968,1 System 7 Entry,2
